state_code,state_name_english,state_census2011_code,district_code,district_name_english,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_census2011_code,last_updated
9,Uttar Pradesh,9,183,Sitapur,154,803,Misrikh,803,07-10-2024
9,Uttar Pradesh,9,183,Sitapur,154,808,Sidhauli,808,07-10-2024
9,Uttar Pradesh,9,183,Sitapur,154,807,Mahmudabad,807,07-10-2024
9,Uttar Pradesh,9,183,Sitapur,154,6880,Maholi,0,07-10-2024
9,Uttar Pradesh,9,183,Sitapur,154,804,Sitapur,804,07-10-2024
9,Uttar Pradesh,9,183,Sitapur,154,806,Biswan,806,07-10-2024
9,Uttar Pradesh,9,184,Sonbhadra,200,7127,Obra,0,07-10-2024
9,Uttar Pradesh,9,184,Sonbhadra,200,1005,Robertsganj,1005,07-10-2024
9,Uttar Pradesh,9,184,Sonbhadra,200,1006,Dudhi,1006,07-10-2024
9,Uttar Pradesh,9,184,Sonbhadra,200,1004,Ghorawal,1004,07-10-2024
9,Uttar Pradesh,9,185,Sultanpur,179,6868,Baldirai,0,07-10-2024
9,Uttar Pradesh,9,185,Sultanpur,179,916,Jaisinghpur,916,07-10-2024
9,Uttar Pradesh,9,185,Sultanpur,179,918,Kadipur,918,07-10-2024
9,Uttar Pradesh,9,185,Sultanpur,179,917,Lambhua,917,07-10-2024
9,Uttar Pradesh,9,185,Sultanpur,179,915,Sultanpur,915,07-10-2024
9,Uttar Pradesh,9,186,Unnao,156,6160,Bangarmau,0,07-10-2024
9,Uttar Pradesh,9,186,Unnao,156,818,Bighapur,818,07-10-2024
9,Uttar Pradesh,9,186,Unnao,156,815,Hasanganj,815,07-10-2024
9,Uttar Pradesh,9,186,Unnao,156,817,Purwa,817,07-10-2024
9,Uttar Pradesh,9,186,Unnao,156,816,Unnao,816,07-10-2024
9,Uttar Pradesh,9,186,Unnao,156,814,Safipur,814,07-10-2024
9,Uttar Pradesh,9,187,Varanasi,197,995,Pindra,995,07-10-2024
9,Uttar Pradesh,9,187,Varanasi,197,6093,Rajatalab,0,07-10-2024
9,Uttar Pradesh,9,187,Varanasi,197,996,Varanasi Sadar,996,07-10-2024
