stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,localBodyCode,localBodyNameEnglish,localBodyNameLocal,localBodyCensus2011Code,localBodyTypeCode,localBodyTypeName,entityCode,entityName,entityType,coverageType,date_updated
9,Uttar Pradesh,UTTAR PRADESH,09,267254,Alipura,Alipura,000000,3,Village Panchayat,109895,Alipura,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,79340,Babura,बबुरा,000000,3,Village Panchayat,211170,Babura,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,85605,Alipura,ALIPURA,000000,3,Village Panchayat,109691,Alipura,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,81141,Ali Pura,ALI PURA,000000,3,Village Panchayat,110771,Ali Pura,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,270204,Alipura Ganga,Alipura Ganga,000000,3,Village Panchayat,112854,Mutharapur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,55205,Alipurajat,ALIPURAJAT,000000,3,Village Panchayat,112756,Alipura Jat,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,80452,Alipura Khalsa,ALIPURA KHALSA,000000,3,Village Panchayat,114906,Emaratpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,79033,Alipur Alampur,ALIPUR ALAMPUR,000000,3,Village Panchayat,118974,Alipur Alampur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,88278,Baburaha,BABURAHA,000000,3,Village Panchayat,177699,Baburaha,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,85159,Alipur Alis Bhagwala,ALIPUR ALIS BHAGWALA,000000,3,Village Panchayat,109055,Alipur Urf Bhaguwala,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,80453,Alipura Mazra Kui,ALIPURA MAZRA KUI,000000,3,Village Panchayat,114891,Kui,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,81093,Alipur Aterna,ALIPUR ATERNA,000000,3,Village Panchayat,111101,Alipur Aterana,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,64146,Alipur Bangawan,ALIPUR BANGAWAN,000000,3,Village Panchayat,205173,Alipur Bangawan,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,64764,Babu Raipur,BABU RAIPUR,000000,3,Village Panchayat,204786,Tikari,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,79430,Babura Kala,BABURA KALA,000000,3,Village Panchayat,211987,Babura Kalan,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,57748,Alipur Bhagrha,ALIPUR BHAGRHA,000000,3,Village Panchayat,207961,Mojhgawan,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,83634,Alipur Chakrai,ALIPUR CHAKRAI,000000,3,Village Panchayat,145037,Jamunipur Charuhar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,74948,Baburam Semra,BABURAM SEMRA,000000,3,Village Panchayat,188417,Belwa Baburam,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,59716,Alipur Dadar,ALIPUR DADAR,000000,3,Village Panchayat,215762,Bahadurnagar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,55497,Alipurdamodar,ALIPURDAMODAR,000000,3,Village Panchayat,113282,Aurang Shahpur Gangadhar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,56910,Alipur Gijhauri,ALIPUR GIJHAURI,000000,3,Village Panchayat,120756,Alipur Gijhauri,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,244564,Alipur Jaleser,ALIPUR JALESER,000000,3,Village Panchayat,146902,Katri Jaleshar Alipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,297315,Alipur Jeondera,Alipur Jeondera,000000,3,Village Panchayat,115505,Ughanpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,72654,Alipurjita,ALIPURJITA,000000,3,Village Panchayat,159892,Alipur Jita Aamad Hatha Gaon,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,89883,Baburdipur,BABURDIPUR,000000,3,Village Panchayat,136817,Allipur,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,238576,Alipur Kalan,Alipur Kalan,000000,3,Village Panchayat,117631,Chamraua,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,81047,Alipur Kalan,ALIPUR KALAN,000000,3,Village Panchayat,111030,Alipur Kalan,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,61166,Alipur Khajuri,ALIPUR KHAJURI,000000,3,Village Panchayat,166059,Alipur Khajuri,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,90271,Baburi,BABURI,000000,3,Village Panchayat,213838,Baburi,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,81048,Alipurkhurd,ALIPURKHURD,000000,3,Village Panchayat,110997,Alipurkhurd,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,55206,Alipurmaan,ALIPURMAAN,000000,3,Village Panchayat,112791,Alipur Man,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,64067,Alipur Madra,ALIPUR MADRA,000000,3,Village Panchayat,203573,Jotganj Singh,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,92066,Alipur Michlaula,ALIPUR MICHLAULA,000000,3,Village Panchayat,141662,Katra Mubarakpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,78922,Alipur Morna,ALIPUR MORNA,000000,3,Village Panchayat,118828,Alipur Morna,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,77739,Alipur Patti,Alipur Patti,000000,3,Village Panchayat,126707,Alipur Patti,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,71918,Alipur Ramhar,ALIPUR RAMHAR,000000,3,Village Panchayat,148865,Rampur Majra Bairisal,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,51380,Bachai,BACHAI,000000,3,Village Panchayat,155344,Chatsara,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,85160,Alipur Sambhalki (Aht.,ALIPUR SAMBHALKI (AHT.,000000,3,Village Panchayat,109197,Ibrahimpur Must.,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,43487,Alipur Sesai,ALIPUR  SESAI,000000,3,Village Panchayat,122145,Alipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,76110,Alipur Ta Daryapur,ALIPUR TA DARYAPUR,000000,3,Village Panchayat,122989,Alipur Ta. Dariyapur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,268034,Ali Pur Thaka,Ali Pur Thaka,000000,3,Village Panchayat,116779,Hafiz Nagar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,68450,Alisa Bad,ALISA BAD,000000,3,Village Panchayat,140149,Alisa Bad,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,70373,Alishahpur,ALISHAHPUR,000000,3,Village Panchayat,201713,Chak Mansajati,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,51694,Aliyabad,ALIYABAD,000000,3,Village Panchayat,165100,Aliabad,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,62557,Aliyabad,Aliyabad,000000,3,Village Panchayat,156291,Aliyabad,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,46996,Aliyabad Katai,ALIYABAD KATAI,000000,3,Village Panchayat,193404,Aliyabad Katai,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,71725,Aliyapur,ALIYAPUR,000000,3,Village Panchayat,149245,Aliyapur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,272398,Aliyapur,ALIYAPUR,000000,3,Village Panchayat,140103,Aliyapur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,267332,Aliyapur,ALIYAPUR,000000,3,Village Panchayat,145908,Aliyapiur Majra Kisroli,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,87196,Aliyapur,ALIYAPUR,000000,3,Village Panchayat,133444,Aliyapur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,59525,Aliyapur Danda,ALIYAPUR DANDA,000000,3,Village Panchayat,214598,Danda,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,54756,Aliyarpur,ALIYARPUR,000000,3,Village Panchayat,113165,Kherullapur Desh,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,81538,Aliyarpur Dei,ALIYARPUR DEI,000000,3,Village Panchayat,111153,Aliyarpur Deh,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,67156,Alkachaba,ALKACHABA,000000,3,Village Panchayat,154062,Alkachhwa,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,61656,Allabal Pur,ALLABAL PUR,000000,3,Village Panchayat,146346,Allabal Pur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,63550,Allabuxpur,Allabuxpur,000000,3,Village Panchayat,120072,Allabuxpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,268329,Bachhauli,bachhauli,000000,3,Village Panchayat,206909,Bachhauli,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,270244,Allahahedi,Allahahedi,000000,3,Village Panchayat,112731,Chakar Panpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,51250,Bachhaundha,BACHHAUNDHA,000000,3,Village Panchayat,155158,Rasulpur,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,88165,Allahapur,ALLAHAPUR,000000,3,Village Panchayat,178307,Jagdeeshpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,51330,Bachhaundha Sanee,BACHHAUNDHA SANEE,000000,3,Village Panchayat,155132,Lodhaura Khurd,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,84884,Allahapur,allahapur,000000,3,Village Panchayat,116522,Allahpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,266872,Allahapur Bharali,Allahapur Bharali,000000,3,Village Panchayat,163946,Allapur Bhakhrauli,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,81887,Allahbad Simra,ALLAHBAD SIMRA,000000,3,Village Panchayat,131923,Allahbad Simra,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,62835,Allahdadpur,ALLAHDADPUR,000000,3,Village Panchayat,125648,Allahdadpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,80372,Allahdadpur Karar,ALLAHDADPUR KARAR,000000,3,Village Panchayat,115642,Uksi,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,47615,Bachhawal,BACHHAWAL,000000,3,Village Panchayat,195856,Arajimarawat,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,80373,Allahdadpur Khem Urf Raipur,ALLAHDADPUR KHEM URF RAIPUR,000000,3,Village Panchayat,115571,Sherpur Madho Urf Dhania Khera,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,60105,Allahdinpur,ALLAHDINPUR,000000,3,Village Panchayat,215644,Alahdinpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,54757,Allahepur Mohakam,ALLAHEPUR MOHAKAM,000000,3,Village Panchayat,113271,Paigambarpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,51077,Allah Nager,ALLAH NAGER,000000,3,Village Panchayat,173918,Faguia,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,61481,Allahpur,ALLAHPUR,000000,3,Village Panchayat,145719,Allahpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,54880,Allahpur,ALLAHPUR,000000,3,Village Panchayat,113993,Alhaipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,55741,Allahpur Khurd,ALLAHPUR KHURD,000000,3,Village Panchayat,127454,Allahpur Khurd,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,85235,Allanpur Atla,ALLANPUR ATLA,000000,3,Village Panchayat,110057,Makanpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,80606,Allapur Bhikan,ALLAPUR BHIKAN,000000,3,Village Panchayat,115350,Kutubpur Raib,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,56602,Allapur Bhogi,ALLAPUR BHOGI,000000,3,Village Panchayat,128463,Allapur Bhogi,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,54691,Bachhipur,BACHHIPUR,000000,3,Village Panchayat,179768,Bachhaiepur,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,56280,Allapur Chamari,ALLAPUR CHAMARI,000000,3,Village Panchayat,128583,Allapur Chamari,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,265142,Allapurpatti Bhola Bhajju,Allapurpatti Bhola Bhajju,000000,3,Village Panchayat,129005,Alapurpatti Moti Hardayal,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,56224,Allapurpatti Chandi Fazil,ALLAPURPATTI CHANDI FAZIL,000000,3,Village Panchayat,129003,Alapurpatti Chandi Fazil,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,52274,Allapur Ranimau,ALLAPUR RANIMAU,000000,3,Village Panchayat,164327,Allapur Ranimau,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,77482,Allau,Allau,000000,3,Village Panchayat,126933,Allau,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,50873,Allauddinpur,ALLAUDDINPUR,000000,3,Village Panchayat,174158,Allauddinpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,46856,Allava Vikramdih,ALLAVA    VIKRAMDIH,000000,3,Village Panchayat,192429,Vikramdih,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,67605,Allawalpur,ALLAWALPUR,000000,3,Village Panchayat,140928,Alawalpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,55498,Allehdadpurmubarak,ALLEHDADPURMUBARAK,000000,3,Village Panchayat,113284,Aliyaarpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,56051,Allehpur Samaspur,ALLEHPUR SAMASPUR,000000,3,Village Panchayat,127583,Allahpur Samaspur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,48791,Allia Bulbul,ALLIA BULBUL,000000,3,Village Panchayat,171898,Risiya Jamal,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,77740,Allikhera,Allikhera,000000,3,Village Panchayat,126704,Allikhera,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,270192,Bachhudha,Bachhudha,000000,3,Village Panchayat,213484,Bachhudha,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,67540,Allipur,ALLIPUR,000000,3,Village Panchayat,140018,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,269995,Allipur,Allipur,000000,3,Village Panchayat,196840,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,59606,Allipur,ALLIPUR,000000,3,Village Panchayat,215581,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,61946,Allipur,Allipur,000000,3,Village Panchayat,157399,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,73866,Allipur,ALLIPUR,000000,3,Village Panchayat,135941,Mastipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,85237,Bachiti,BACHITI,000000,3,Village Panchayat,110119,Shahjahanpur,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,73113,Allipur,ALLIPUR,000000,3,Village Panchayat,136141,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,73361,Allipur,ALLIPUR,000000,3,Village Panchayat,135279,Singhahar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,89154,Allipur,ALLIPUR,000000,3,Village Panchayat,138827,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,67203,Bachrauli,BACHRAULI,000000,3,Village Panchayat,153641,Narsara,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,81254,Allipur,ALLIPUR,000000,3,Village Panchayat,110609,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,77518,Allipur,Allipur,000000,3,Village Panchayat,126598,Khirongi,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,48096,Allipur,ALLIPUR,000000,3,Village Panchayat,194532,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,46997,Allipur,ALLIPUR,000000,3,Village Panchayat,193274,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,47757,Allipur,ALLIPUR,000000,3,Village Panchayat,194639,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,64870,Allipur,ALLIPUR,000000,3,Village Panchayat,175771,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,73290,Allipur,ALLIPUR,000000,3,Village Panchayat,136660,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,270838,Allipuralirja,ALLIPURALIRJA,000000,3,Village Panchayat,137487,Badaura,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,61947,Allipur Bahera,Allipur Bahera,000000,3,Village Panchayat,157325,Gaidhemau,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,88910,Allipur Bandiya,ALLIPUR BANDIYA,000000,3,Village Panchayat,137361,Kazi Kamalpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,60350,Allipurbarbar,ALLIPURBARBAR,000000,3,Village Panchayat,215282,Allipur Barwara Kham,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,265192,Allipur Bhoor Sharki,Allipur Bhoor Sharki,000000,3,Village Panchayat,118319,Alipur Bhoor Sharki,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,80818,Allipur Buzurg,ALLIPUR BUZURG,000000,3,Village Panchayat,116071,Raghunathpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,56052,Allipur Chachipur,ALLIPUR CHACHIPUR,000000,3,Village Panchayat,127789,Allipur Chachipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,49257,Allipur Darauna,ALLIPUR DARAUNA,000000,3,Village Panchayat,172246,Allipur Darauna,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,65067,Allipur Gokula,ALLIPUR GOKULA,000000,3,Village Panchayat,174962,Allipur Gokula,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,79120,Allipur Jijmana,ALLIPUR JIJMANA,000000,3,Village Panchayat,119142,Allipur Jijmana,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,62419,Badaha,Badaha,000000,3,Village Panchayat,157208,Badaha,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,90741,Allipurkanpa,ALLIPURKANPA,000000,3,Village Panchayat,171148,Allipurkanpa,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,238854,Allipur Khadar,Allipur Khadar,000000,3,Village Panchayat,118326,Alipur Khadar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,62560,Badahar,Badahar,000000,3,Village Panchayat,156225,Badahar,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,45621,Allipur Kodra,ALLIPUR KODRA,000000,3,Village Panchayat,168389,Alepur Kodra,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,63603,Allipur Mugalpur,Allipur Mugalpur,000000,3,Village Panchayat,119869,Allipur Mugalpur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,268492,Allipur Noraspur,Allipur Noraspur,000000,3,Village Panchayat,119680,Nauraspur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,74062,Badahara,BADAHARA,000000,3,Village Panchayat,189435,Badahara Brit,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,67606,Allipur Tandwa,ALLIPUR TANDWA,000000,3,Village Panchayat,140924,Allipur Tandwa,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,266093,Allipur Tappa Haveli,Allipur Tappa Haveli,000000,3,Village Panchayat,128114,Allipur Tappa Haveli,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,63551,Allipur Thera,Allipur Thera,000000,3,Village Panchayat,120094,Allipur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,74683,Badahara Babu,BADAHARA BABU,000000,3,Village Panchayat,188836,Badahara,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,92341,Allmaou Saray,ALLMAOU SARAY,000000,3,Village Panchayat,141204,Almau Saray,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,72941,Badahari Uparhar,BADAHARI UPARHAR,000000,3,Village Panchayat,160230,Badahari Uparhar,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,93138,Allopur,ALLOPUR,000000,3,Village Panchayat,209590,Allopur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,75649,Allupur,ALLUPUR,000000,3,Village Panchayat,143152,Salihabad,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,266198,Almau,ALMAU,000000,3,Village Panchayat,210728,Juraupur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,61093,Alnabhari,ALNABHARI,000000,3,Village Panchayat,166554,Alnabhari,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,271097,Aloiya,ALOIYA,000000,3,Village Panchayat,138950,Aloiya,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,51517,Alona,ALONA,000000,3,Village Panchayat,154821,Alona,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,259788,Alouda Jagir,ALOUDA JAGIR,000000,3,Village Panchayat,120442,Alauda Jagir,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,86328,Alua,ALUA,000000,3,Village Panchayat,210620,Kaliya Urf Pure Daljhaman,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,267609,Aluamaaii,Aluamaaii,000000,3,Village Panchayat,158386,Aluamaee,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH                                     ,09,87250,Badai Pur,BADAI PUR,000000,3,Village Panchayat,132850,Barhaipur,Village,Full,2024-10-14 08:43:49
9,Uttar Pradesh,UTTAR PRADESH,09,77630,Alupura,Alupura,000000,3,Village Panchayat,126341,Alupura,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,268541,Aluwa Mau,Aluwa Mau,000000,3,Village Panchayat,165317,Aluwa Mau,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,266458,Alwai,Alwai,000000,3,Village Panchayat,123718,Alwai,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,80896,Alya Kalyanpur,ALYA KALYANPUR,000000,3,Village Panchayat,115808,Esapur Mund,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,46155,Ama,AMA,000000,3,Village Panchayat,168122,Kardasspur,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,54758,Amaan Nagar,AMAAN NAGAR,000000,3,Village Panchayat,113215,Aman Nagar,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,69846,Amaari,AMAARI,000000,3,Village Panchayat,200864,Amari,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,82710,Ama Asbhaun,AMA ASBHAUN,000000,3,Village Panchayat,158360,Ama Asbhaun,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,64068,Amabansi,AMABANSI,000000,3,Village Panchayat,203449,Amabansi,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,54006,Ama Bhuilapar,AMA BHUILAPAR,000000,3,Village Panchayat,179230,Sonauliya,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,271689,Amadaha,Amadaha,000000,3,Village Panchayat,202253,Amadaha,Village,Full,2026-04-21 06:01:15
9,Uttar Pradesh,UTTAR PRADESH,09,74680,Amadaria,AMADARIA,000000,3,Village Panchayat,188853,Amadaria,Village,Full,2026-04-21 06:01:15
